,site_id,habitat,k,area,rubble,sand,rock,coral_algae,na_proportion,depth_mean,depth_sd,depth_med,zone_type,long,lat
0,0,Sheltered Slope,0.0,106228.06273071902,1.5689228504608603,0.0,12.978949824285602,0.0,100.0,19.298333485921223,6.2941665523414905,19.565000534057617,Yellow,146.20947744138857,16.927879161421664
1,1,Outer Flat,24.725232179584694,47246.63572830494,14.74030767723524,4.859409957825623,15.098231258812554,13.796513375967756,50.80682051376345,9.546938555181741,3.625387892689574,10.500226354952698,Green,146.24485235764257,16.85420275288005
2,2,Outer Flat,41.709085290450254,128777.89337587723,3.154092454171313,0.0,42.1683365029237,11.144968847347368,47.85341995924158,8.311943055192003,2.6459989229229923,8.927820802127705,Yellow,146.2189905017384,16.870870414735627
3,3,Slope,5.668207382539961,248617.7929098092,0.0,0.0,14.261981193996572,0.0,100.0,19.132295561616182,3.830461331658398,19.565000534057617,Yellow,146.2150442041286,16.888138431746256
4,4,Outer Flat,60.36075238429617,49448.415343279,0.0,0.0,37.18623705544692,33.39908866335689,36.087981787219505,7.040857223655577,1.8866058713457603,8.492159017623308,Green,146.26396838512997,16.863549198454955
5,5,Slope,64.49098988169587,69119.28375621565,0.0,0.0,54.1753212821754,25.2244130161301,31.386874793816432,4.914279367031536,1.6082799756259558,5.192277456496614,Yellow,146.2421242482464,16.862477306511742
6,6,Slope,37.209261897031354,103174.21098031069,0.0,0.0,24.160883150142684,19.675056474563828,79.37304288037814,12.974001664712713,4.679689038298473,12.592455126460562,Green,146.25055653339385,16.86780776642466
7,7,Outer Flat,25.56761492465774,123990.76060774403,0.0,27.19445441234612,10.976113488846995,17.61401494996127,51.25258841393698,10.177999012492592,2.2605382171290493,9.996591438213951,Yellow,146.30006918374102,16.851608635489658
8,8,Outer Flat,55.63387539260225,248673.74584426294,3.2261940568316576,17.898957619299665,18.727807237071033,42.05685860310147,18.386206315126824,4.335476812313177,0.0787296999737781,3.808558511037293,Yellow,146.25487959974163,16.888035677820774
9,9,Outer Flat,27.042162836431654,174798.7832240492,5.887320027973996,0.0,46.19843956062222,0.0,70.06193568489934,12.017559406091822,3.3273595748530824,11.86071314124158,Yellow,146.25047138739203,16.83915201815558
10,10,Outer Flat,72.78699029626007,312.98931139567867,6.070887223609688,0.0,44.42803122599154,40.57100713370663,18.928323982624434,4.81385099242792,3.383621664390252,4.143728423705516,Yellow,146.22514307846922,16.894332255448624
11,11,Slope,0.0,186537.1812700678,6.229839429221314,34.86151483708818,0.0,0.0,73.70159881272002,15.982268725072732,3.7939185220502125,15.699260245231018,Dark Blue,146.22280239980196,16.861785033989374
12,12,Outer Flat,73.70228610064262,70593.42754898898,1.9109176338018756,3.698909996917088,62.99735285255164,28.015111604425474,3.8471045450409918,3.025626049226485,2.6348636387727007,2.2942300939025753,Yellow,146.2506003795155,16.876389965396697
13,13,Slope,17.9770056745217,175214.17457492082,5.783096174630103,2.4668008497501157,0.0,18.81664433621532,74.42124017035383,11.633775122574537,3.16752728454553,11.926972652466379,Yellow,146.2278943648785,16.86045946654557
14,14,Outer Flat,75.26594252748122,36636.69106924163,0.0,0.0,65.84102979510779,27.54855182464446,33.46815569683743,6.2552730419965155,0.7644373404760518,5.98183320703837,Yellow,146.2376391260815,16.830121078254184
15,15,Outer Flat,31.176523676200766,312.98931139567867,0.0,8.30484915978204,15.407545445095701,20.00889356362712,58.165555594445834,9.80017087960516,1.9000909474117944,9.548870837864488,Dark Blue,146.2217755169794,16.903648005418074
16,16,Sheltered Slope,6.242487112537162,245537.4974455865,1.823715129024647,0.0,42.56160948196454,0.0,97.39291572552676,16.18691801377969,3.5933592916748736,15.931518196110563,Green,146.22392670066432,16.890996673300315
17,17,Slope,0.0,18660.793010531735,0.0,0.0,17.473659709390727,0.0,100.0,19.298333485921223,4.536099347158227,19.565000534057617,Yellow,146.22387784387854,16.87033919231776
18,18,Outer Flat,28.969446513269176,95105.58361244097,10.625983657848428,1.0619470704356369,43.669058939825604,0.0,46.695051601867576,9.619838208278058,5.287066615681418,9.41828049906239,Green,146.29644980761236,16.849576756042033
19,19,Outer Flat,63.52473397025912,39793.56689508476,1.1425962676533428,18.91131746018607,18.120614198596527,50.365108278892606,11.171612226261448,3.8746248205229348,0.00642908572307028,3.215585266333415,Green,146.24617638493336,16.854818385776095
20,20,Outer Flat,70.64135711178002,60007.52938133284,0.0,16.856600163968082,35.70992036826147,44.75157069870146,7.415946120696702,2.317409055706186,0.00642908572307028,1.5580746971504347,Yellow,146.24385982733673,16.897925752945714
21,21,Sheltered Slope,36.14937472852473,312.98931139567867,6.38540824110694,19.858686130335617,14.614116824021483,25.540343442510522,34.575774551653275,6.125830624869449,0.5938518927343353,6.312333663246681,Green,146.23022412830105,16.8894934860482
22,22,Outer Flat,46.83283495764207,79237.72269771801,1.783735620038187,11.369363495681242,27.51889570362246,26.900579248943206,31.96597894431303,6.4019799751713204,1.522022469183705,5.212740660028251,Yellow,146.26420839254138,16.892953882605283
23,23,Slope,19.693810947357616,125688.9769390227,0.0,0.30358303202493353,20.68116048488153,4.728285950893115,73.32326058272014,14.180443986058346,4.307712334057291,14.321423057383171,Green,146.2176676146856,16.85481787259843
24,24,Sheltered Slope,34.88928596670485,153598.02315991095,0.0,0.0,31.27155913856312,12.213332238243945,91.82205152333606,15.097859877665922,4.960100485305842,15.568418622007918,Yellow,146.23956482785812,16.86133923856736
25,25,Slope,84.79387948342443,161084.45709526955,6.131906164844678,7.560699476829518,82.04693711690318,25.31950909769444,0.0,0.7018143720255641,1.33316875313976,0.6959999799728394,Yellow,146.26347539276554,16.880155790314056
26,26,Outer Flat,60.1827870796873,241126.1680671964,4.156358253068315,0.0,59.623866268803326,16.94852566017764,36.08554288630855,5.008175950354779,2.7217747644791856,4.486437667516746,Green,146.30249815144742,16.90571983101903
27,27,Slope,58.297562423289364,203714.87478484298,5.198054450215966,0.0,43.229418715669134,26.984405782595637,30.590149196731748,7.680795415933739,2.6025296539026224,6.94581377873813,Green,146.2235631829315,16.83403102367698
28,28,Slope,95.55147058823528,312.98931139567867,0.0,6.070162211101559,51.76167362141251,58.82660520060051,0.0,0.7018143720255641,0.00642908572307028,0.6959999799728394,Green,146.22233969250274,16.86665433075487
